strategy,event_id,asx_ticker,direction,entry_date,entry_price,exit_date,exit_price,gross_return,adv_dollars,participation,capped,cost_bps_roundtrip,net_return,harsh_net_return,exposure_days,capital,pnl_net,rejected,reject_reason,year,theme,provider,market_cap
S1_ADD_runup_T-3,4f776d644312,SATS,1,,,2026-03-23,,0.01614849187935019,,0.0,False,,0.01514849187935019,0.013148491879350192,3,,1514.849187935019,False,,2026,S&P 500,US,
S1x_ADD_excess_T-3,3fc59cbf7fc9,SATS,1,,,2026-03-23,,0.02529534037427783,,0.0,False,,0.02429534037427783,0.02229534037427783,3,,2429.534037427783,False,,2026,S&P 500,US,
S1_ADD_runup_T-1,d9e12838c3c5,SATS,1,,,2026-03-23,,-0.0031864530225783616,,0.0,False,,-0.004186453022578362,-0.006186453022578362,1,,-418.64530225783614,False,,2026,S&P 500,US,
S1x_ADD_excess_T-1,f3d6c76f5e3b,SATS,1,,,2026-03-23,,-0.013686476150382432,,0.0,False,,-0.014686476150382433,-0.01668647615038243,1,,-1468.6476150382432,False,,2026,S&P 500,US,
S2_ADD_postdrift_eff_+10,bfb2fbbec246,SATS,1,,,2026-03-23,,0.13955612384692673,,0.0,False,,0.13855612384692673,0.13655612384692672,10,,13855.612384692673,False,,2026,S&P 500,US,
S3_DEL_short_eff_+10,fcae4b741f8e,PAYC,-1,,,2026-03-23,,0.018721857966664035,,0.0,False,,0.017721857966664034,0.015721857966664036,10,,1772.1857966664033,False,,2026,S&P 500,US,
S1_ADD_runup_T-5,d3dc21bcc9bc,LITE,1,,,2026-03-23,,0.16661865437552015,,0.0,False,,0.16561865437552015,0.16361865437552015,5,,16561.865437552016,False,,2026,S&P 500,US,
S1x_ADD_excess_T-5,21db35769caf,LITE,1,,,2026-03-23,,0.18702132690141582,,0.0,False,,0.18602132690141582,0.18402132690141582,5,,18602.13269014158,False,,2026,S&P 500,US,
S1_ADD_runup_T-3,9a2ddc545f3e,LITE,1,,,2026-03-23,,0.040153536621909014,,0.0,False,,0.03915353662190901,0.03715353662190901,3,,3915.353662190901,False,,2026,S&P 500,US,
S1x_ADD_excess_T-3,fb16e028cb14,LITE,1,,,2026-03-23,,0.049300385116836654,,0.0,False,,0.04830038511683665,0.04630038511683665,3,,4830.038511683665,False,,2026,S&P 500,US,
S1_ADD_runup_T-1,77fd2a7ae79c,LITE,1,,,2026-03-23,,0.03199546966801159,,0.0,False,,0.030995469668011588,0.02899546966801159,1,,3099.5469668011588,False,,2026,S&P 500,US,
S1x_ADD_excess_T-1,b243bdfdcb4f,LITE,1,,,2026-03-23,,0.02149544654020752,,0.0,False,,0.020495446540207518,0.01849544654020752,1,,2049.5446540207518,False,,2026,S&P 500,US,
S2_ADD_postdrift_eff_+10,33282cf7a2eb,LITE,1,,,2026-03-23,,0.11907538239934135,,0.0,False,,0.11807538239934134,0.11607538239934134,10,,11807.538239934134,False,,2026,S&P 500,US,
S3_DEL_short_eff_+10,2ca3ce4d4a11,MOH,-1,,,2026-03-23,,-0.04650990831115043,,0.0,False,,-0.04750990831115043,-0.04950990831115043,10,,-4750.990831115043,False,,2026,S&P 500,US,
S1_ADD_runup_T-5,341bcbcfb5d3,CIEN,1,,,2026-02-09,,0.07892286491116995,,0.0,False,,0.07792286491116995,0.07592286491116995,5,,7792.286491116995,False,,2026,S&P 500,US,
S1x_ADD_excess_T-5,39f7c6518f68,CIEN,1,,,2026-02-09,,0.08102234579295187,,0.0,False,,0.08002234579295187,0.07802234579295186,5,,8002.234579295186,False,,2026,S&P 500,US,
S1_ADD_runup_T-3,5262b3cb6996,CIEN,1,,,2026-02-09,,0.1427218934911243,,0.0,False,,0.1417218934911243,0.1397218934911243,3,,14172.18934911243,False,,2026,S&P 500,US,
S1x_ADD_excess_T-3,394d486a64e5,CIEN,1,,,2026-02-09,,0.13141307231914579,,0.0,False,,0.13041307231914578,0.12841307231914578,3,,13041.307231914578,False,,2026,S&P 500,US,
S1_ADD_runup_T-1,ac103e3a4685,CIEN,1,,,2026-02-09,,0.06766917293233088,,0.0,False,,0.06666917293233088,0.06466917293233088,1,,6666.917293233088,False,,2026,S&P 500,US,
S1x_ADD_excess_T-1,6d362c6ace1e,CIEN,1,,,2026-02-09,,0.0628474185666883,,0.0,False,,0.061847418566688295,0.05984741856668829,1,,6184.741856668829,False,,2026,S&P 500,US,
S2_ADD_postdrift_eff_+10,336c9ff1b3c8,CIEN,1,,,2026-02-09,,0.18302954984810826,,0.0,False,,0.18202954984810826,0.18002954984810826,10,,18202.954984810825,False,,2026,S&P 500,US,
S1_ADD_runup_T-5,4c45bcbf436d,FIX,1,,,2025-12-22,,-0.018265735998678423,,0.0,False,,-0.019265735998678424,-0.021265735998678422,5,,-1926.5735998678424,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,acf3bf78172a,FIX,1,,,2025-12-22,,-0.024288681953755997,,0.0,False,,-0.025288681953755998,-0.027288681953755996,5,,-2528.8681953756,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,ad1f5cd68359,FIX,1,,,2025-12-22,,0.07580986433428749,,0.0,False,,0.07480986433428749,0.07280986433428749,3,,7480.9864334287495,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,e0157441b5b0,FIX,1,,,2025-12-22,,0.0558068854841236,,0.0,False,,0.0548068854841236,0.0528068854841236,3,,5480.68854841236,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,0629495a44a1,FIX,1,,,2025-12-22,,0.01068307927801504,,0.0,False,,0.009683079278015039,0.00768307927801504,1,,968.3079278015039,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,1bbf3eaef1a2,FIX,1,,,2025-12-22,,0.004453190505038673,,0.0,False,,0.0034531905050386733,0.0014531905050386732,1,,345.31905050386735,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,9dbc406d1d73,FIX,1,,,2025-12-22,,0.08869466443694174,,0.0,False,,0.08769466443694174,0.08569466443694174,10,,8769.466443694173,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,ca9cc5aaf185,MHK,-1,,,2025-12-22,,0.015748756677104403,,0.0,False,,0.014748756677104402,0.012748756677104404,10,,1474.8756677104402,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,52d93100eb58,CVNA,1,,,2025-12-22,,-0.03192676936816252,,0.0,False,,-0.03292676936816252,-0.034926769368162525,5,,-3292.6769368162522,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,5f4110e38a1f,CVNA,1,,,2025-12-22,,-0.037949715323240096,,0.0,False,,-0.0389497153232401,-0.0409497153232401,5,,-3894.97153232401,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,0dda1ff770fc,CVNA,1,,,2025-12-22,,-0.028347338935574284,,0.0,False,,-0.029347338935574285,-0.03134733893557429,3,,-2934.7338935574285,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,3ec931cbb682,CVNA,1,,,2025-12-22,,-0.04835031778573817,,0.0,False,,-0.049350317785738174,-0.051350317785738175,3,,-4935.031778573817,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,a972256c2b9b,CVNA,1,,,2025-12-22,,-0.03687250111061757,,0.0,False,,-0.037872501110617574,-0.039872501110617575,1,,-3787.2501110617573,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,5a66905ea48c,CVNA,1,,,2025-12-22,,-0.04310238988359394,,0.0,False,,-0.04410238988359394,-0.04610238988359394,1,,-4410.238988359394,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,1fb101a4d9ad,CVNA,1,,,2025-12-22,,0.03966789667896675,,0.0,False,,0.03866789667896675,0.03666789667896675,10,,3866.789667896675,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,e62796609d81,SOLS,-1,,,2025-12-22,,-0.03669724770642202,,0.0,False,,-0.03769724770642202,-0.03969724770642202,10,,-3769.724770642202,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,8f83ff2737eb,CRH,1,,,2025-12-22,,-0.00817224579600817,,0.0,False,,-0.009172245796008172,-0.01117224579600817,5,,-917.2245796008172,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,8fd81dcb0a28,CRH,1,,,2025-12-22,,-0.014195191751085745,,0.0,False,,-0.015195191751085746,-0.017195191751085744,5,,-1519.5191751085747,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,e53339fe0e0b,CRH,1,,,2025-12-22,,0.02576188541243396,,0.0,False,,0.02476188541243396,0.02276188541243396,3,,2476.188541243396,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,c0d4d7d0d188,CRH,1,,,2025-12-22,,0.005758906562270072,,0.0,False,,0.004758906562270072,0.002758906562270072,3,,475.8906562270072,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,0a3e5664d2f0,CRH,1,,,2025-12-22,,0.014467127471467611,,0.0,False,,0.01346712747146761,0.011467127471467612,1,,1346.712747146761,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,bdbc5211f196,CRH,1,,,2025-12-22,,0.008237238698491245,,0.0,False,,0.007237238698491245,0.005237238698491245,1,,723.7238698491245,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,f753e352d871,CRH,1,,,2025-12-22,,-0.02646173348122327,,0.0,False,,-0.02746173348122327,-0.02946173348122327,10,,-2746.1733481223273,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,66e7f3c7ad1a,LKQ,-1,,,2025-12-22,,-0.03241812768772734,,0.0,False,,-0.03341812768772734,-0.03541812768772734,10,,-3341.8127687727338,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,a02205fb9be8,ARES,1,,,2025-12-11,,0.08462623413258119,,0.0,False,,0.08362623413258119,0.08162623413258119,5,,8362.62341325812,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,35f3a7ab8e9c,ARES,1,,,2025-12-11,,0.0776419123277623,,0.0,False,,0.0766419123277623,0.0746419123277623,5,,7664.191232776229,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,ddb6997f0cd4,ARES,1,,,2025-12-11,,0.07676853768415937,,0.0,False,,0.07576853768415936,0.07376853768415936,3,,7576.853768415936,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,45179f78810a,ARES,1,,,2025-12-11,,0.06866473884560631,,0.0,False,,0.06766473884560631,0.06566473884560631,3,,6766.473884560631,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,bb8406d1b135,ARES,1,,,2025-12-11,,-0.00790890733677363,,0.0,False,,-0.00890890733677363,-0.010908907336773629,1,,-890.8907336773631,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,088beeacf365,ARES,1,,,2025-12-11,,-0.01023594312949283,,0.0,False,,-0.011235943129492831,-0.01323594312949283,1,,-1123.5943129492832,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,bdf891a8db84,ARES,1,,,2025-12-11,,-0.04602250240289485,,0.0,False,,-0.04702250240289485,-0.04902250240289485,10,,-4702.250240289485,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,a6c53c468ef6,SNDK,1,,,2025-11-28,,0.13941620738926308,,0.0,False,,0.13841620738926308,0.13641620738926308,5,,13841.620738926307,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,6b4ec4872316,SNDK,1,,,2025-11-28,,0.09212336261584264,,0.0,False,,0.09112336261584264,0.08912336261584264,5,,9112.336261584263,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,3574ce06b6a1,SNDK,1,,,2025-11-28,,-0.016214310891787154,,0.0,False,,-0.017214310891787155,-0.019214310891787153,3,,-1721.4310891787154,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,76cfc7efe53e,SNDK,1,,,2025-11-28,,-0.03813646183461894,,0.0,False,,-0.03913646183461894,-0.04113646183461894,3,,-3913.646183461894,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,357d6f072e67,SNDK,1,,,2025-11-28,,0.03831845238095233,,0.0,False,,0.03731845238095233,0.035318452380952325,1,,3731.8452380952326,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,fac68289ea2d,SNDK,1,,,2025-11-28,,0.03286000134517075,,0.0,False,,0.03186000134517075,0.029860001345170754,1,,3186.0001345170754,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,ae96d1867e3a,SNDK,1,,,2025-11-28,,-0.07658545324256538,,0.0,False,,-0.07758545324256538,-0.07958545324256538,10,,-7758.545324256538,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,74d393850792,Q,1,,,2025-11-04,,0.06512560692421365,,0.0,False,,0.06412560692421365,0.06212560692421365,5,,6412.560692421365,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,4ff86e14d018,Q,1,,,2025-11-04,,0.08232934458904628,,0.0,False,,0.08132934458904628,0.07932934458904628,5,,8132.934458904629,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,112796e109a0,Q,1,,,2025-11-04,,0.08040685224839383,,0.0,False,,0.07940685224839383,0.07740685224839383,3,,7940.685224839383,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,fdccf58af734,Q,1,,,2025-11-04,,0.08715854017037439,,0.0,False,,0.08615854017037439,0.08415854017037439,3,,8615.854017037438,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,9430e8ba9fa1,Q,1,,,2025-11-04,,0.040309278350515454,,0.0,False,,0.03930927835051545,0.03730927835051545,1,,3930.927835051545,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,2eb39dcc8f9b,Q,1,,,2025-11-04,,0.05216282124277993,,0.0,False,,0.05116282124277993,0.04916282124277993,1,,5116.282124277993,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,2d88cef95d00,Q,1,,,2025-11-04,,-0.2173223664651669,,0.0,False,,-0.2183223664651669,-0.2203223664651669,10,,-21832.23664651669,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,8a2d816a1ca6,EMN,-1,,,2025-11-04,,0.0531774777741193,,0.0,False,,0.052177477774119296,0.050177477774119295,10,,5217.74777741193,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,7717f96d0809,SOLSV,1,,,2025-10-31,,-0.014863387978142018,,0.0,False,,-0.01586338797814202,-0.017863387978142017,5,,-1586.3387978142018,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,2d8db33b9171,SOLSV,1,,,2025-10-31,,-0.02196563973155652,,0.0,False,,-0.02296563973155652,-0.024965639731556518,5,,-2296.563973155652,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,062ac3ef2158,SOLSV,1,,,2025-10-31,,-0.06104166666666666,,0.0,False,,-0.06204166666666666,-0.06404166666666666,3,,-6204.166666666666,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,2f5016484e5e,SOLSV,1,,,2025-10-31,,-0.05376428186766802,,0.0,False,,-0.05476428186766802,-0.05676428186766802,3,,-5476.428186766801,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,05ddab0b5c17,SOLSV,1,,,2025-10-31,,-0.0752974969224457,,0.0,False,,-0.0762974969224457,-0.0782974969224457,1,,-7629.74969224457,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,6dcfd5ca9ebf,SOLSV,1,,,2025-10-31,,-0.07857772874510716,,0.0,False,,-0.07957772874510716,-0.08157772874510716,1,,-7957.772874510716,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,ec1d0d5938d7,SOLSV,1,,,2025-10-31,,-0.033503439094741516,,0.0,False,,-0.03450343909474152,-0.03650343909474152,10,,-3450.3439094741516,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,d489d01df6c6,KMX,-1,,,2025-10-31,,0.17847769028871385,,0.0,False,,0.17747769028871385,0.17547769028871385,10,,17747.769028871386,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,726f097396b6,EME,1,,,2025-09-21,,0.004673491447828582,,0.0,False,,0.0036734914478285816,0.0016734914478285816,5,,367.34914478285816,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,786d700f0ece,EME,1,,,2025-09-21,,-0.00489435814375061,,0.0,False,,-0.00589435814375061,-0.00789435814375061,5,,-589.435814375061,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,afa10614b531,EME,1,,,2025-09-21,,0.02105042084686337,,0.0,False,,0.02005042084686337,0.018050420846863372,3,,2005.0420846863371,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,387f635a29fe,EME,1,,,2025-09-21,,0.015444360240802757,,0.0,False,,0.014444360240802756,0.012444360240802758,3,,1444.4360240802755,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,3c665a33540c,EME,1,,,2025-09-21,,0.00492908478025833,,0.0,False,,0.00392908478025833,0.0019290847802583303,1,,392.90847802583306,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,a7ea3fec01a2,EME,1,,,2025-09-21,,0.0027547121773530137,,0.0,False,,0.0017547121773530136,-0.0002452878226469864,1,,175.47121773530137,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,c6038e0af1b9,EME,1,,,2025-09-21,,0.03542609411094588,,0.0,False,,0.03442609411094588,0.03242609411094588,10,,3442.6094110945883,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,2d45323d4957,ENPH,-1,,,2025-09-21,,0.04216553878188456,,0.0,False,,0.04116553878188456,0.03916553878188456,10,,4116.553878188456,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,80088f252a3b,APP,1,,,2025-09-21,,0.11613402061855682,,0.0,False,,0.11513402061855682,0.11313402061855682,5,,11513.402061855682,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,8e5fddfaf829,APP,1,,,2025-09-21,,0.10656617102697763,,0.0,False,,0.10556617102697763,0.10356617102697763,5,,10556.617102697763,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,50d0d7cb2626,APP,1,,,2025-09-21,,0.07583636965882756,,0.0,False,,0.07483636965882756,0.07283636965882756,3,,7483.636965882756,False,,2025,S&P 500,US,
S1x_ADD_excess_T-3,6e614194017a,APP,1,,,2025-09-21,,0.07023030905276695,,0.0,False,,0.06923030905276695,0.06723030905276695,3,,6923.030905276694,False,,2025,S&P 500,US,
S1_ADD_runup_T-1,5c9c43f8e95c,APP,1,,,2025-09-21,,0.04516347020208533,,0.0,False,,0.04416347020208533,0.04216347020208533,1,,4416.347020208533,False,,2025,S&P 500,US,
S1x_ADD_excess_T-1,5cf7ee4f00e3,APP,1,,,2025-09-21,,0.042989097599180015,,0.0,False,,0.041989097599180014,0.03998909759918001,1,,4198.909759918001,False,,2025,S&P 500,US,
S2_ADD_postdrift_eff_+10,18479d0bda5c,APP,1,,,2025-09-21,,0.05106297818624039,,0.0,False,,0.05006297818624039,0.04806297818624039,10,,5006.297818624039,False,,2025,S&P 500,US,
S3_DEL_short_eff_+10,956668380941,MKTX,-1,,,2025-09-21,,0.04385374607447279,,0.0,False,,0.04285374607447279,0.040853746074472785,10,,4285.374607447278,False,,2025,S&P 500,US,
S1_ADD_runup_T-5,69a3b6d6097a,HOOD,1,,,2025-09-21,,0.08476049726158386,,0.0,False,,0.08376049726158385,0.08176049726158385,5,,8376.049726158386,False,,2025,S&P 500,US,
S1x_ADD_excess_T-5,fddc474aa80e,HOOD,1,,,2025-09-21,,0.07519264767000466,,0.0,False,,0.07419264767000466,0.07219264767000466,5,,7419.264767000466,False,,2025,S&P 500,US,
S1_ADD_runup_T-3,706c6ef453e5,HOOD,1,,,2025-09-21,,0.06304310785483058,,0.0,False,,0.06204310785483058,0.06004310785483058,3,,6204.310785483058,False,,2025,S&P 500,US,
